stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,wheelchair_boarding,elevation,TBAR_DES_BARRIO_A,barrio_asignado
445,8313,MASUSTEGI ESTRATA 3 Bis,,43.25585656453674,-2.9538612730343785,1,0,1,63.31204223632812,MASUSTEGI-MONTE CARAMELO,MASUSTEGI-MONTE CARAMELO
424,8314,MONTE CARAMELO,,43.25356486022106,-2.95302486276486,1,0,1,149.7552490234375,MASUSTEGI-MONTE CARAMELO,MASUSTEGI-MONTE CARAMELO
447,8316,LEZEAGA 25,,43.256984857267724,-2.955232832898669,1,0,1,97.7994384765625,MASUSTEGI-MONTE CARAMELO,MASUSTEGI-MONTE CARAMELO
573,8317,MONTEVIDEO / fte. OLABEAGA,,43.26474481899418,-2.9612021566009887,1,0,1,36.57859420776367,ALTAMIRA,OLABEAGA
465,8401,BASURTU-KASTREXANA fte. 125 / ALBERGUE,,43.2618368732802,-2.960001978460116,1,0,1,77.6536865234375,ALTAMIRA,ALTAMIRA
466,8402,BASURTU-KASTREXANA / ALTAMIRA,,43.263328209919045,-2.962453435329924,1,0,1,93.17244720458984,ALTAMIRA,ALTAMIRA
464,8403,BASURTU-KASTREXANA 85,,43.261173922711535,-2.959578481607633,1,0,1,75.47986602783203,DISEMINADO,ALTAMIRA
437,8404,KOBETABIDEA / ALTAMIRA,,43.26171743853549,-2.965044348785904,1,0,1,166.7734069824219,DISEMINADO,ALTAMIRA
486,8501,FRAY JUAN 35,,43.277476200723726,-2.974966285551592,1,0,1,4.486095428466797,ZORROTZA,ZORROTZA
485,8502,FRAY JUAN 11,,43.27666090888776,-2.972189267713536,1,0,1,10.61313533782959,ZORROTZA,ZORROTZA
481,8503,ZAZPILANDA / BIDEGAIN,,43.27341495817451,-2.9706837157765387,1,0,1,49.69546508789062,ZORROTZA,ZORROTZA
479,8504,ZAZPILANDA / MENDIGAIN,,43.27201680361425,-2.969468599996043,1,0,1,71.71871948242188,ZORROTZA,ZORROTZA
480,8505,ZAZPILANDA / PINADIA,,43.27221837970621,-2.9692865579677648,1,0,1,69.17951965332031,ZORROTZA,ZORROTZA
482,8506,ZAZPILANDA 7,,43.27322764165014,-2.971634715564269,1,0,1,48.23418426513672,ZORROTZA,ZORROTZA
478,8507,ZORROTZABASO fte. 12,,43.271143512961885,-2.9710522943833064,1,0,1,77.1805419921875,ZORROTZA,ZORROTZA
476,8508,ZORROTZA-KASTREXANA / fte. CIUDAD JARDÍN,,43.27158567524759,-2.97441869743504,1,0,1,23.07667541503906,ZORROTZA,ZORROTZA
483,8509,ZORROTZA-KASTREXANA 25,,43.27501652729043,-2.9727998564652123,1,0,1,18.37060928344727,ZORROTZA,ZORROTZA
477,8511,ZORROTZA-KASTREXANA 77,,43.27221085865576,-2.9741711747294675,1,0,1,23.01700210571289,ZORROTZA,ZORROTZA
1482,8512,ZORROTZA-KASTREXANA 10,,43.275707455429405,-2.9719519688133973,1,0,1,15.90523242950439,ZORROTZA,ZORROTZA
468,8601,ALTAMIRA,,43.26336965827265,-2.963490239999659,1,0,1,112.6795349121094,DISEMINADO,ALTAMIRA
467,8602,BASURTU-KASTREXANA / fte. ALTAMIRA,,43.26371919106593,-2.962656983620492,1,0,1,92.92794036865234,ALTAMIRA,ALTAMIRA
430,8603,MONTE KOBETA/ fte. ACCESO BARRIO,,43.255513302869936,-2.9602177744783376,1,0,1,180.9167785644531,DISEMINADO,MASUSTEGI-MONTE CARAMELO
435,8604,MONTE KOBETA 33,,43.2586454533361,-2.962359462620571,1,0,1,182.9565277099609,DISEMINADO,DISEMINADO
434,8605,MONTE KOBETA 34,,43.25840386482865,-2.962171528454244,1,0,1,182.4704284667969,DISEMINADO,DISEMINADO
432,8606,MONTE KOBETA 41,,43.25708320083413,-2.960484333256516,1,0,1,189.9604949951172,DISEMINADO,DISEMINADO
469,8607,KOBETABIDEA fte. 104,,43.264165141478806,-2.965483298071204,1,0,1,158.7681732177734,DISEMINADO,DISEMINADO
436,8608,KOBETABIDEA fte. 16,,43.26153916128804,-2.9651583256702767,1,0,1,169.6773376464844,DISEMINADO,DISEMINADO
471,8609,KOBETABIDEA fte. 193,,43.26805441168522,-2.968303338836196,1,0,1,122.6275329589844,DISEMINADO,DISEMINADO
470,8610,KOBETABIDEA 104,,43.26396307341816,-2.965301891750728,1,0,1,159.0681915283203,DISEMINADO,DISEMINADO
472,8611,KOBETABIDEA 193 ,,43.267993402606784,-2.968314490733857,1,0,1,124.4103851318359,DISEMINADO,DISEMINADO
428,8612,ESTRADA MASUSTEGI / fte. ESCALERAS,,43.25383766896368,-2.9593773894171664,1,0,1,176.0112762451172,DISEMINADO,MASUSTEGI-MONTE CARAMELO
426,8613,ESTRADA MASUSTEGI / fte. ESCUELA,,43.25366831373032,-2.9567449898610088,1,0,1,166.8883819580078,DISEMINADO,MASUSTEGI-MONTE CARAMELO
443,8614,ZORROTZA-KASTREXANA / fte. Sta. ÁGUEDA,,43.26142034285635,-2.9714835716560146,1,0,1,23.76500511169434,DISEMINADO,DISEMINADO
